x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database,id
16.915857,6.6791463,4610,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4610
5.9838433,-1.4926575,4611,1.0,I,I-A,6.0,flsh,4611
17.177967,7.2218323,4612,1.0,III,III-B,14.0,flsh,4612
16.948896,6.7121596,4613,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4613
17.108799,7.077788,4614,1.0,III,III-A,3.0,flsh,4614
6.095001,-1.4100374,4615,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4615
17.000975,6.746039,4616,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4616
6.0466003,-1.5009736,4617,1.0,I,I-A,9.0,flsh,4617
16.99773,6.8344216,4618,1.0,I,I-D,4.0,flsh,4618
17.52009,7.488502,4619,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4619
17.053473,7.2570443,4620,1.0,III,III-D,3.0,flsh,4620
17.212656,7.2023606,4621,1.0,III,III-A,12.0,flsh,4621
17.001245,6.9428916,4622,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4622
5.976145,-1.5489655,4623,1.0,I,I-A,8.0,flsh,4623
5.9745593,-1.5502841,4624,1.0,I,I-A,8.0,flsh,4624
6.023601,-1.5229814,4625,1.0,I,I-A,10.0,flsh,4625
16.947271,6.894019,4626,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4626
16.873644,6.6259637,4627,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,20.0,flsh,4627
5.9657936,-1.5259335,4628,1.0,I,I-A,7.0,flsh,4628
5.913648,-1.54549,4629,1.0,I,I-A,7.0,flsh,4629
6.330812,-1.1070431,4630,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4630
5.9811416,-1.5189686,4631,1.0,I,I-A,6.0,flsh,4631
5.9807982,-1.5142127,4632,1.0,I,I-A,6.0,flsh,4632
5.9770784,-1.5187442,4633,1.0,I,I-A,6.0,flsh,4633
6.3703685,-1.004844,4634,1.0,I,I-A,4.0,flsh,4634
5.9450555,-1.5515338,4635,1.0,I,I-A,10.0,flsh,4635
17.537739,7.501154,4636,1.0,III,III-B,4.0,flsh,4636
17.178097,7.195961,4637,1.0,III,III-B,6.0,flsh,4637
5.945068,-1.509607,4638,1.0,I,I-A,5.0,flsh,4638
6.169833,-1.4108795,4639,1.0,I,I-A,13.0,flsh,4639
17.015596,6.81427,4640,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4640
6.1660337,-1.4113222,4641,1.0,I,I-A,13.0,flsh,4641
17.023783,6.831195,4642,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4642
6.044994,0.23327719,4643,1.0,III,III-B,4.0,flsh,4643
6.0057387,-1.5514947,4644,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4644
16.927431,6.6195116,4645,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,4645
6.323292,-1.1908957,4646,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,4646
17.010021,6.8131576,4647,1.0,I,I-D,10.0,flsh,4647
6.315085,-0.8384076,4648,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4648
17.438332,7.4231052,4649,1.0,III,III-B,3.0,flsh,4649
16.910984,6.7132697,4650,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15.0,flsh,4650
16.955124,6.708333,4651,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,4651
16.958414,6.70987,4652,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,4652
16.931116,6.740546,4653,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,4653
17.213755,7.232679,4654,1.0,III,III-B,8.0,flsh,4654
17.210035,7.2280602,4655,1.0,III,III-B,8.0,flsh,4655
6.1719875,-1.3593625,4656,1.0,I,I-A,12.0,flsh,4656
17.15304,7.2167935,4657,1.0,III,III-B,6.0,flsh,4657
16.974165,6.788437,4658,1.0,I,I-D,10.0,flsh,4658
6.1173286,-1.2885488,4659,1.0,I,I-A,10.0,flsh,4659
16.950804,6.751187,4660,1.0,I,I-D,8.0,flsh,4660
6.120408,-1.3580064,4661,1.0,I,I-A,11.0,flsh,4661
17.112484,7.2466965,4662,1.0,III,III-D,8.0,flsh,4662
17.121656,7.2392173,4663,1.0,III,III-D,8.0,flsh,4663
17.266598,7.282487,4664,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4664
17.452026,7.4299464,4665,1.0,III,III-B,3.0,flsh,4665
17.119501,7.240551,4666,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4666
14.440438,3.5931444,4667,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4667
17.20436,7.2057195,4668,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,4668
7.7367325,0.8289881,4669,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,27.0,flsh,4669
6.0037537,-1.5084052,4670,1.0,I,I-A,4.0,flsh,4670
16.85903,6.6529694,4671,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,4671
5.969073,-1.571577,4672,1.0,I,I-A,5.0,flsh,4672
7.3687286,0.66726685,4673,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,19.0,flsh,4673
17.012714,7.2598267,4674,1.0,III,III-D,10.0,flsh,4674
17.196184,7.215328,4675,1.0,III,III-B,5.0,flsh,4675
17.213552,7.215916,4676,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4676
6.85134,0.37970454,4677,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4677
7.224996,0.5623646,4678,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,43.0,flsh,4678
7.2274256,0.6588862,4679,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4679
11.436438,3.139697,4680,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4680
7.3927927,0.69458795,4681,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4681
5.766337,5.6216016,4682,1.0,I,I-B,3.0,flsh,4682
7.059062,0.5414624,4683,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,21.0,flsh,4683
4.4631395,4.769716,4684,1.0,I,I-B,8.0,flsh,4684
7.148676,0.39595455,4685,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,31.0,flsh,4685
6.4209924,-0.80541724,4686,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4686
4.670478,0.715152,4687,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4687
9.085246,2.6781514,4688,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4688
19.398132,2.0724957,4689,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4689
6.430217,0.85047424,4690,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4690
16.790617,2.1536474,4691,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4691
19.428709,2.0791001,4692,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4692
4.582692,5.4456162,4693,1.0,I,I-B,9.0,flsh,4693
8.207226,2.0543416,4694,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4694
9.705852,4.2692356,4695,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4695
11.039945,2.7072854,4696,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4696
8.593908,2.6107109,4697,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4697
9.755948,2.9039,4698,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4698
13.13744,4.593627,4699,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4699
10.308222,3.1643224,4700,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4700
9.299546,1.4363215,4701,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,4701
9.442423,2.084588,4702,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4702
14.941117,3.4993792,4703,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4703
10.668227,4.372671,4704,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4704
11.838624,4.257958,4705,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,4705
11.769095,3.63783,4706,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4706
4.3851595,-1.7805094,4707,1.0,I,I-E,8.0,flsh,4707
8.841173,0.8837065,4708,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4708
9.39432,1.1554605,4709,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4709
9.365357,1.5428613,4710,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4710
11.582662,2.8785782,4711,2.0,II,II-D,1.0,flsh,4711
12.7285,4.383702,4712,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,16.0,flsh,4712
10.155477,3.1644557,4713,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4713
10.56709,3.1073484,4714,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4714
13.976049,1.6362908,4715,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4715
15.32253,-5.6810236,4716,1.0,I,I-C,7.0,flsh,4716
14.291703,3.5770905,4717,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4717
15.366398,3.200529,4718,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,4718
14.757186,3.1777015,4719,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4719
11.460713,4.586358,4720,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,4720
11.210541,3.6538575,4721,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,4721
11.629382,1.5410208,4722,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4722
10.638564,3.4091744,4723,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4723
11.427346,2.9105453,4724,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,37.0,flsh,4724
11.47393,4.56861,4725,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4725
13.6922,3.5196948,4726,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4726
10.618339,3.710736,4727,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4727
9.048315,1.327863,4728,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,4728
8.484706,2.7619545,4729,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4729
11.983016,3.1636133,4730,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4730
6.499163,5.908447,4731,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4731
15.101417,1.9541769,4732,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4732
16.84643,-1.5507338,4733,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4733
9.686105,2.5662146,4734,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4734
8.731259,1.3839387,4735,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4735
5.2598433,-0.21469727,4736,1.0,III,III-D,10.0,flsh,4736
13.124864,4.255033,4737,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,4737
17.58066,1.5021077,4738,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4738
16.066597,-2.3908317,4739,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4739
12.308545,3.6723144,4740,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4740
12.712573,6.6336865,4741,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,38.0,flsh,4741
13.362379,4.073714,4742,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4742
11.571174,5.67636,4743,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,20.0,flsh,4743
19.037182,-0.51780796,4744,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4744
16.182747,0.54117227,4745,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4745
10.515207,3.4220533,4746,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,4746
8.7114,2.0049915,4747,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,17.0,flsh,4747
9.214018,2.8398042,4748,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4748
9.530965,0.9980954,4749,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,4749
15.344049,2.9549336,4750,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4750
11.024432,2.1902456,4751,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,24.0,flsh,4751
11.030962,2.1992002,4752,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,24.0,flsh,4752
12.091044,3.4708931,4753,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4753
11.56155,-3.5592659,4754,2.0,V,V-F1,1.0,flsh,4754
12.316867,4.31058,4755,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,4755
10.830414,2.6696584,4756,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4756
10.178578,3.1213152,4757,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4757
6.5113006,5.9160194,4758,1.0,I,I-C,3.0,flsh,4758
9.792694,5.2509913,4759,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4759
17.490776,1.8042967,4760,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4760
12.440041,3.8434803,4761,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4761
8.16363,1.6768355,4762,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4762
12.139355,1.4193127,4763,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4763
8.757385,1.8858477,4764,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,17.0,flsh,4764
11.699376,5.119355,4765,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,22.0,flsh,4765
14.114597,4.5415325,4766,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,4766
11.193928,0.947491,4767,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4767
15.390817,-6.5099735,4768,1.0,I,I-C,7.0,flsh,4768
16.629423,-0.7295095,4769,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4769
6.8191247,-0.14645094,4770,1.0,III,III-A,11.0,flsh,4770
12.040544,4.1508746,4771,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4771
12.035617,6.7673616,4772,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4772
10.2386675,3.1964865,4773,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4773
11.823523,7.0583525,4774,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4774
10.121005,3.0028703,4775,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4775
13.182519,5.061914,4776,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,41.0,flsh,4776
12.828783,5.098546,4777,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,37.0,flsh,4777
11.579876,3.2795734,4778,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4778
11.590094,2.1250894,4779,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4779
11.2461195,4.0616746,4780,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,4780
15.755666,-3.058077,4781,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4781
11.005315,1.5065753,4782,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4782
15.345404,2.9068103,4783,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4783
8.223277,1.3109299,4784,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4784
2.0974643,0.26754108,4785,1.0,I,I-E,8.0,flsh,4785
11.813479,5.577639,4786,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,52.0,flsh,4786
14.356045,3.583194,4787,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4787
9.325409,1.1272866,4788,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,43.0,flsh,4788
13.683288,4.3117266,4789,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,4789
9.689831,1.1772456,4790,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,19.0,flsh,4790
10.930985,4.3687654,4791,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15.0,flsh,4791
9.323413,4.361847,4792,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,4792
11.563216,-3.5520003,4793,2.0,V,V-F1,1.0,flsh,4793
13.158692,4.975552,4794,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,23.0,flsh,4794
7.03074,6.006209,4795,1.0,I,I-C,4.0,flsh,4795
9.3321,0.7977093,4796,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,34.0,flsh,4796
4.8844395,0.30146378,4797,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4797
13.50845,2.736339,4798,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4798
9.6512375,2.81267,4799,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4799
11.657255,2.900693,4800,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,4800
9.34049,1.6353675,4801,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4801
15.456431,1.2487245,4802,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4802
12.254733,6.6863413,4803,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4803
11.671009,3.6448026,4804,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4804
11.126669,4.872183,4805,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4805
14.726659,-5.733567,4806,1.0,I,I-C,7.0,flsh,4806
3.805756,1.9681512,4807,1.0,I,I-E,4.0,flsh,4807
3.7925258,1.9895772,4808,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,4808
10.402442,-3.4513483,4809,2.0,II,II-D,1.0,flsh,4809
6.5355425,5.9713635,4810,1.0,I,I-C,3.0,flsh,4810
14.214236,3.1968393,4811,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4811
10.867116,4.7716155,4812,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15.0,flsh,4812
5.5208955,5.535507,4813,1.0,I,I-B,5.0,flsh,4813
10.856187,2.5327716,4814,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,4814
17.453857,4.4219646,4815,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,4815
10.738041,3.3522723,4816,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,4816
10.162281,4.5284224,4817,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4817
11.540057,-3.5885634,4818,2.0,V,V-F1,1.0,flsh,4818
12.209289,3.978819,4819,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,4819
6.627885,3.676305,4820,1.0,I,I-C,4.0,flsh,4820
14.365558,3.5225132,4821,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4821
11.785279,2.6369252,4822,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,4822
6.5035124,5.493344,4823,1.0,I,I-C,3.0,flsh,4823
8.949212,2.6645815,4824,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,4824
15.157645,-6.923669,4825,1.0,I,I-C,7.0,flsh,4825
11.512284,7.663935,4826,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,4826
10.991359,1.5678585,4827,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4827
15.796873,-2.4645221,4828,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4828
16.38386,-0.47689143,4829,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,4829
8.526114,0.7941064,4830,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,33.0,flsh,4830
12.407036,1.2439058,4831,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,4831
12.417998,1.24255,4832,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,4832
